Council Area,Organisation ,Session Name,Activity Status,Support Type,Delivery Type,Age Group,Day,Start,End,Address,Postcode,Lead Contact,Phone,Email,Website,Self Referral,Cost Type,Cost Amount,Eligibility,Description on Recovery Map,Additional Notes,Category,Start Time,End Time,Time Range,Full Address,lat,lng
Dundee City,Andy's Man Club,Dundee East,Scheduled Activity,Peer Support,Group,Men,Monday,19:00:00,21:00:00,"Boomerang Centre, Kemback Street, Dundee",DD4 6ET,Unknown,Not listed,info@andysmanclub.co.uk,https://andysmanclub.co.uk/,Yes,Free,,Men Age 18+,"A peer support group for men over the age of 18, to help them through life by providing a self space. Help us challenge the stigmas of mental health in men and to promote suicide prevention.",,Peer Support,19:00,21:00,19:00-21:00,"Boomerang Centre, Kemback Street, Dundee, DD4 6ET, Scotland",56.469132,-2.95661
Dundee City,Andy's Man Club,Dundee North East,Scheduled Activity,Peer Support,Group,Men,Monday,19:00:00,21:00:00,"Mid Lin Day Centre, 59 Pitkerro Road, Dundee",DD4 8AT,Unknown,Not listed,info@andysmanclub.co.uk,https://andysmanclub.co.uk/,Yes,Free,,Men Age 18+,"A peer support group for men over the age of 18, to help them through life by providing a self space. Help us challenge the stigmas of mental health in men and to promote suicide prevention.",,Peer Support,19:00,21:00,19:00-21:00,"Mid Lin Day Centre, 59 Pitkerro Road, Dundee, DD4 8AT, Scotland",56.482098,-2.944089
Dundee City,Andy's Man Club,Dundee West,Scheduled Activity,Peer Support,Group,Men,Monday,19:00:00,21:00:00,"Menzieshill Community Centre, 260 Dickson Avenue, Dundee",DD2 4TQ,Unknown,Not listed,info@andysmanclub.co.uk,https://andysmanclub.co.uk/,Yes,Free,,Men Age 18+,"A peer support group for men over the age of 18, to help them through life by providing a self space. Help us challenge the stigmas of mental health in men and to promote suicide prevention.",,Peer Support,19:00,21:00,19:00-21:00,"Menzieshill Community Centre, 260 Dickson Avenue, Dundee, DD2 4TQ, Scotland",56.467944,-3.039464
Dundee City,Women's Wellbeing Club,,Scheduled Activity,Peer Support,Group,Women,Tuesday,18:30:00,20:30:00,"Dundee Women's Hub, 2 Dudhope Street, Dundee",DD1 1JU,Unknown,Not listed,info@womenswellbeingclub.co.uk,https://www.facebook.com/story.php/?story_fbid=297147733438518&id=100094298804767,Yes,Free,,Women Age 18+,"A peer support group for any woman aged 18+. We offer a safe, confidential space to talk, have a cuppa and get stuff off your mind.",,Peer Support,18:30,20:30,18:30-20:30,"Dundee Women's Hub, 2 Dudhope Street, Dundee, DD1 1JU, Scotland",56.464971,-2.975326
Dundee City,Dundee Recovery Network,,Scheduled Activity,Peer Support,Group,All Ages,Thursday,11:00:00,14:00:00,"Hilltown Community Centre, 15 Alexander Street, Dundee",DD3 7DL,Unknown,Not listed,Not listed,https://www.facebook.com/people/Dundee-Recovery-Network-at-Hilltown/61564819418208/#,Yes,Free,,Anyone in recovery,"We are a peer led drop-in for anyone in recovery. We have a recovery meeting in  the morning followed by lunch, and lastly an activity in the afternoon that changes each week. No referral needed, just turn up!",,Peer Support,11:00,14:00,11:00-14:00,"Hilltown Community Centre, 15 Alexander Street, Dundee, DD3 7DL, Scotland",56.468227,-2.971863
Dundee City,Gam-Anon,Dundee Meeting,Scheduled Activity,Family/Carer Support,Group,All Ages,Thursday,19:15:00,21:30:00,"St Peter & Paul's Church, Milton Street, Dundee",DD3 6QN,Unknown,03700 508881,Not listed,https://gamanonscotland.org/,Yes,Free,,Open to all frineds and family,If you are affected by someone else's gambling then Gam-Anon can help! Our meetings are for anyone who has been affected by a love ones gambling.,,Family/Carer Support,19:15,21:30,19:15-21:30,"St Peter & Paul's Church, Milton Street, Dundee, DD3 6QN, Scotland",56.473281,-2.981353
Dundee City,Al-Anon,Dundee Thursday,Scheduled Activity,Family/Carer Support,Group,Adults,Thursday,19:00:00,20:00:00,"Front Upper Hall (McCheyne Room) of The Link at Central Baptist Church, 6-8 Ward Road, Dundee",DD1 1LX,Unknown,0800 0086 811,Not listed,https://al-anonuk.org.uk/,Yes,Free,,Age 18+,"Family group provides support to anyone whose life is, or has been affected by someone else's drinking, regardless of whether the person is still drinkingg or not.",In-person and online meeting. https://al-anonuk.org.uk/groups/dundee-thursday/,Family/Carer Support,19:00,20:00,19:00-20:00,"Front Upper Hall (McCheyne Room) of The Link at Central Baptist Church, 6-8 Ward Road, Dundee, DD1 1LX, Scotland",56.461503,-2.975181
Dundee City,Women's Rape and Sexual Abuse Centre,Support & Enquiry Line,Open Access,Health And Wellbeing,One-To-One,Women,Monday,10:00:00,15:00:00,Dundee,DD1 1EP,Unknown,01382 201291,support@wrasac.org.uk,,Yes,Free,,Women and young people,"The centre supports women, children and young people affected by sexual abuse.","We provide free and confidential support to women and young people who have been raped, sexually assaulted, sexually exploited or sexually abused, no matter when this has happened in their lives.",Health and Wellbeing,10:00,15:00,10:00-15:00,"Dundee, DD1 1EP, Scotland",56.460594,-2.97019
Dundee City,Women's Rape and Sexual Abuse Centre,Support & Enquiry Line,Open Access,Health And Wellbeing,One-To-One,Women,Tuesday,10:00:00,15:00:00,Dundee,DD1 1EP,Unknown,01382 201291,support@wrasac.org.uk,,Yes,Free,,Women and young people,"The centre supports women, children and young people affected by sexual abuse.","We provide free and confidential support to women and young people who have been raped, sexually assaulted, sexually exploited or sexually abused, no matter when this has happened in their lives.",Health and Wellbeing,10:00,15:00,10:00-15:00,"Dundee, DD1 1EP, Scotland",56.460594,-2.97019
Dundee City,Women's Rape and Sexual Abuse Centre,Support & Enquiry Line,Open Access,Health And Wellbeing,One-To-One,Women,Wednesday,10:00:00,15:00:00,Dundee,DD1 1EP,Unknown,01382 201291,support@wrasac.org.uk,,Yes,Free,,Women and young people,"The centre supports women, children and young people affected by sexual abuse.","We provide free and confidential support to women and young people who have been raped, sexually assaulted, sexually exploited or sexually abused, no matter when this has happened in their lives.",Health and Wellbeing,10:00,15:00,10:00-15:00,"Dundee, DD1 1EP, Scotland",56.460594,-2.97019
Dundee City,Women's Rape and Sexual Abuse Centre,Support & Enquiry Line,Open Access,Health And Wellbeing,One-To-One,Women,Thursday,10:00:00,15:00:00,Dundee,DD1 1EP,Unknown,01382 201291,support@wrasac.org.uk,,Yes,Free,,Women and young people,"The centre supports women, children and young people affected by sexual abuse.","We provide free and confidential support to women and young people who have been raped, sexually assaulted, sexually exploited or sexually abused, no matter when this has happened in their lives.",Health and Wellbeing,10:00,15:00,10:00-15:00,"Dundee, DD1 1EP, Scotland",56.460594,-2.97019
Dundee City,Women's Rape and Sexual Abuse Centre,Support & Enquiry Line,Open Access,Health And Wellbeing,One-To-One,Women,Friday,10:00:00,15:00:00,Dundee,DD1 1EP,Unknown,01382 201291,support@wrasac.org.uk,,Yes,Free,,Women and young people,"The centre supports women, children and young people affected by sexual abuse.","We provide free and confidential support to women and young people who have been raped, sexually assaulted, sexually exploited or sexually abused, no matter when this has happened in their lives.",Health and Wellbeing,10:00,15:00,10:00-15:00,"Dundee, DD1 1EP, Scotland",56.460594,-2.97019
Dundee City,Dundee Women's Aid,Support Line,Open Access,Health And Wellbeing,One-To-One,Women,Monday,09:30:00,12:30:00,"47 Blinshall Street, Dundee",DD1 5DF,Unknown,01382 207099,info@dundeewomensaid.co.uk,https://dundeewomensaid.co.uk/index.php,Yes,Free,,Women and young people,"We support women, children and young people who have experienced domestic abuse and we offer refuge accommodation.","We provide a confidential, and non-judgemental service to women, young people and children who have experienced domestic abuse. The abuse may be from a partner, ex-partner or someone you are living with.",Health and Wellbeing,09:30,12:30,09:30-12:30,"47 Blinshall Street, Dundee, DD1 5DF, Scotland",56.462131,-2.981948
Dundee City,Dundee Women's Aid,Support Line,Open Access,Health And Wellbeing,One-To-One,Women,Monday,13:30:00,16:30:00,"47 Blinshall Street, Dundee",DD1 5DF,Unknown,01382 207099,info@dundeewomensaid.co.uk,https://dundeewomensaid.co.uk/index.php,Yes,Free,,Women and young people,"We support women, children and young people who have experienced domestic abuse and we offer refuge accommodation.","We provide a confidential, and non-judgemental service to women, young people and children who have experienced domestic abuse. The abuse may be from a partner, ex-partner or someone you are living with.",Health and Wellbeing,13:30,16:30,13:30-16:30,"47 Blinshall Street, Dundee, DD1 5DF, Scotland",56.462131,-2.981948
Dundee City,Dundee Women's Aid,Support Line,Open Access,Health And Wellbeing,One-To-One,Women,Tuesday,09:30:00,12:30:00,"47 Blinshall Street, Dundee",DD1 5DF,Unknown,01382 207099,info@dundeewomensaid.co.uk,https://dundeewomensaid.co.uk/index.php,Yes,Free,,Women and young people,"We support women, children and young people who have experienced domestic abuse and we offer refuge accommodation.","We provide a confidential, and non-judgemental service to women, young people and children who have experienced domestic abuse. The abuse may be from a partner, ex-partner or someone you are living with.",Health and Wellbeing,09:30,12:30,09:30-12:30,"47 Blinshall Street, Dundee, DD1 5DF, Scotland",56.462131,-2.981948
Dundee City,Dundee Women's Aid,Support Line,Open Access,Health And Wellbeing,One-To-One,Women,Tuesday,13:30:00,16:30:00,"47 Blinshall Street, Dundee",DD1 5DF,Unknown,01382 207099,info@dundeewomensaid.co.uk,https://dundeewomensaid.co.uk/index.php,Yes,Free,,Women and young people,"We support women, children and young people who have experienced domestic abuse and we offer refuge accommodation.","We provide a confidential, and non-judgemental service to women, young people and children who have experienced domestic abuse. The abuse may be from a partner, ex-partner or someone you are living with.",Health and Wellbeing,13:30,16:30,13:30-16:30,"47 Blinshall Street, Dundee, DD1 5DF, Scotland",56.462131,-2.981948
Dundee City,Dundee Women's Aid,Support Line,Open Access,Health And Wellbeing,One-To-One,Women,Wednesday,09:30:00,12:30:00,"47 Blinshall Street, Dundee",DD1 5DF,Unknown,01382 207099,info@dundeewomensaid.co.uk,https://dundeewomensaid.co.uk/index.php,Yes,Free,,Women and young people,"We support women, children and young people who have experienced domestic abuse and we offer refuge accommodation.","We provide a confidential, and non-judgemental service to women, young people and children who have experienced domestic abuse. The abuse may be from a partner, ex-partner or someone you are living with.",Health and Wellbeing,09:30,12:30,09:30-12:30,"47 Blinshall Street, Dundee, DD1 5DF, Scotland",56.462131,-2.981948
Dundee City,Dundee Women's Aid,Support Line,Open Access,Health And Wellbeing,One-To-One,Women,Wednesday,13:30:00,16:30:00,"47 Blinshall Street, Dundee",DD1 5DF,Unknown,01382 207099,info@dundeewomensaid.co.uk,https://dundeewomensaid.co.uk/index.php,Yes,Free,,Women and young people,"We support women, children and young people who have experienced domestic abuse and we offer refuge accommodation.","We provide a confidential, and non-judgemental service to women, young people and children who have experienced domestic abuse. The abuse may be from a partner, ex-partner or someone you are living with.",Health and Wellbeing,13:30,16:30,13:30-16:30,"47 Blinshall Street, Dundee, DD1 5DF, Scotland",56.462131,-2.981948
Dundee City,Dundee Women's Aid,Support Line,Open Access,Health And Wellbeing,One-To-One,Women,Thursday,09:30:00,12:30:00,"47 Blinshall Street, Dundee",DD1 5DF,Unknown,01382 207099,info@dundeewomensaid.co.uk,https://dundeewomensaid.co.uk/index.php,Yes,Free,,Women and young people,"We support women, children and young people who have experienced domestic abuse and we offer refuge accommodation.","We provide a confidential, and non-judgemental service to women, young people and children who have experienced domestic abuse. The abuse may be from a partner, ex-partner or someone you are living with.",Health and Wellbeing,09:30,12:30,09:30-12:30,"47 Blinshall Street, Dundee, DD1 5DF, Scotland",56.462131,-2.981948
Dundee City,Tayside Sexual & Reproductive Health Service,Appointment Line/Triage Team,Open Access,Health And Wellbeing,One-To-One,All Ages,Monday,09:00:00,12:00:00,"Level 7, South Block, Ninewells Hospital, Dundee",DD1 9SY,Unknown,01382 425542,Not listed,https://www.sexualhealthtayside.org/index.php,Yes,Free,,Open to all in Tayside,A strictly confidential and friendly service working to meet sexual and reproductive health needs of anyone who lives in Tayside.,,Health and Wellbeing,09:00,12:00,09:00-12:00,"Level 7, South Block, Ninewells Hospital, Dundee, DD1 9SY, Scotland",56.463711,-3.039315
Dundee City,Tayside Sexual & Reproductive Health Service,Appointment Line/Triage Team,Open Access,Health And Wellbeing,One-To-One,All Ages,Tuesday,09:00:00,12:00:00,"Level 7, South Block, Ninewells Hospital, Dundee",DD1 9SY,Unknown,01382 425542,Not listed,https://www.sexualhealthtayside.org/index.php,Yes,Free,,Open to all in Tayside,A strictly confidential and friendly service working to meet sexual and reproductive health needs of anyone who lives in Tayside.,,Health and Wellbeing,09:00,12:00,09:00-12:00,"Level 7, South Block, Ninewells Hospital, Dundee, DD1 9SY, Scotland",56.463711,-3.039315
Dundee City,Tayside Sexual & Reproductive Health Service,Appointment Line/Triage Team,Open Access,Health And Wellbeing,One-To-One,All Ages,Wednesday,09:00:00,12:00:00,"Level 7, South Block, Ninewells Hospital, Dundee",DD1 9SY,Unknown,01382 425542,Not listed,https://www.sexualhealthtayside.org/index.php,Yes,Free,,Open to all in Tayside,A strictly confidential and friendly service working to meet sexual and reproductive health needs of anyone who lives in Tayside.,,Health and Wellbeing,09:00,12:00,09:00-12:00,"Level 7, South Block, Ninewells Hospital, Dundee, DD1 9SY, Scotland",56.463711,-3.039315
Dundee City,Tayside Sexual & Reproductive Health Service,Appointment Line/Triage Team,Open Access,Health And Wellbeing,One-To-One,All Ages,Thursday,09:00:00,12:00:00,"Level 7, South Block, Ninewells Hospital, Dundee",DD1 9SY,Unknown,01382 425542,Not listed,https://www.sexualhealthtayside.org/index.php,Yes,Free,,Open to all in Tayside,A strictly confidential and friendly service working to meet sexual and reproductive health needs of anyone who lives in Tayside.,,Health and Wellbeing,09:00,12:00,09:00-12:00,"Level 7, South Block, Ninewells Hospital, Dundee, DD1 9SY, Scotland",56.463711,-3.039315
Dundee City,Tayside Sexual & Reproductive Health Service,Appointment Line/Triage Team,Open Access,Health And Wellbeing,One-To-One,All Ages,Friday,09:00:00,12:00:00,"Level 7, South Block, Ninewells Hospital, Dundee",DD1 9SY,Unknown,01382 425542,Not listed,https://www.sexualhealthtayside.org/index.php,Yes,Free,,Open to all in Tayside,A strictly confidential and friendly service working to meet sexual and reproductive health needs of anyone who lives in Tayside.,,Health and Wellbeing,09:00,12:00,09:00-12:00,"Level 7, South Block, Ninewells Hospital, Dundee, DD1 9SY, Scotland",56.463711,-3.039315
Dundee City,The Corner,Drop-In,Open Access,Health And Wellbeing,One-To-One,Young People,Monday,13:00:00,18:00:00,"13 Shore Terrace, Dundee",DD1 3PD,Unknown,01382 206060,tay.office.corner@nhs.scot,https://www.thecorner.co.uk/,Yes,Free,,Age 11-19 (25 if vulnerable),"Confidential Health and Wellbeing Service for young people aged 11-19 (25 if vulnerable) and offers a wide range of services including sexual health, emotional health , counselling and crisis support.",,Health and Wellbeing,13:00,18:00,13:00-18:00,"13 Shore Terrace, Dundee, DD1 3PD, Scotland",56.45982,-2.968286
Dundee City,The Corner,Drop-In,Open Access,Health And Wellbeing,One-To-One,Young People,Tuesday,13:00:00,18:00:00,"13 Shore Terrace, Dundee",DD1 3PD,Unknown,01382 206060,tay.office.corner@nhs.scot,https://www.thecorner.co.uk/,Yes,Free,,Age 11-19 (25 if vulnerable),"Confidential Health and Wellbeing Service for young people aged 11-19 (25 if vulnerable) and offers a wide range of services including sexual health, emotional health , counselling and crisis support.",,Health and Wellbeing,13:00,18:00,13:00-18:00,"13 Shore Terrace, Dundee, DD1 3PD, Scotland",56.45982,-2.968286
